,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
53,1,serve,earned,Ace,us,25 -- 11
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,3-Serve,none,0 -- 0
2,3,serve,in_rally,Dig,none,0 -- 0
2,3,serve,errors,Spike,them,0 -- 1
3,3,receive,in_rally,2-Pass,none,0 -- 1
4,3,receive,in_rally,Hit Still In Play,none,0 -- 1
4,3,receive,errors,Dig,them,0 -- 2
5,3,receive,in_rally,1-Pass,none,0 -- 2
5,3,receive,errors,Spike,them,0 -- 3
6,3,receive,in_rally,Over Pass in Play,none,0 -- 3
6,3,receive,errors,Dig,them,0 -- 4
7,3,receive,in_rally,1-Pass,none,0 -- 4
7,3,receive,earned,Tip,them,0 -- 5
8,3,receive,in_rally,2-Pass,none,0 -- 5
9,3,receive,in_rally,Hit Still In Play,none,0 -- 5
10,3,receive,in_rally,Dig,none,0 -- 5
11,3,receive,in_rally,Hit Still In Play,none,0 -- 5
12,3,receive,in_rally,Dig,none,0 -- 5
12,3,receive,errors,Spike,them,0 -- 6
13,3,receive,in_rally,1-Pass,none,0 -- 6
14,3,receive,in_rally,Hit Still In Play,none,0 -- 6
14,3,receive,errors,Dig,them,0 -- 7
undefined,3,receive,timeout,us 1,undefined,undefined
15,3,receive,in_rally,3-Pass,none,0 -- 7
16,3,receive,in_rally,Hit Still In Play,none,0 -- 7
17,3,receive,in_rally,Dig,none,0 -- 7
17,3,receive,earned,Spike,them,0 -- 8
18,3,receive,in_rally,3-Pass,none,0 -- 8
19,3,receive,in_rally,Hit Still In Play,none,0 -- 8
20,3,receive,in_rally,Dig,none,0 -- 8
21,3,receive,in_rally,Hit Still In Play,none,0 -- 8
21,3,receive,errors,Free Ball Receive,them,0 -- 9
22,3,receive,in_rally,1-Pass,none,0 -- 9
23,3,receive,in_rally,Dig,none,0 -- 9
23,3,receive,errors,Tip,them,0 -- 10
24,3,receive,errors,Serve,us,1 -- 10
25,4,serve,in_rally,3-Serve,none,1 -- 10
25,4,serve,earned,Block,us,2 -- 10
26,4,serve,in_rally,2-Serve,none,2 -- 10
26,4,serve,errors,Spike,us,3 -- 10
27,4,serve,earned,Ace,us,4 -- 10
28,4,serve,in_rally,1-Serve,none,4 -- 10
28,4,serve,earned,Block,us,5 -- 10
29,4,serve,in_rally,1-Serve,none,5 -- 10
30,4,serve,in_rally,Dig,none,5 -- 10
31,4,serve,in_rally,Hit Still In Play,none,5 -- 10
32,4,serve,in_rally,1-FB Pass,none,5 -- 10
33,4,serve,in_rally,Hit Still In Play,none,5 -- 10
33,4,serve,errors,Spike,us,6 -- 10
34,4,serve,in_rally,1-Serve,none,6 -- 10
34,4,serve,errors,Dig,them,6 -- 11
35,4,receive,in_rally,1-Pass,none,6 -- 11
36,4,receive,in_rally,Hit Still In Play,none,6 -- 11
37,4,receive,in_rally,Dig,none,6 -- 11
37,4,receive,earned,Spike,us,7 -- 11
38,5,serve,in_rally,1-Serve,none,7 -- 11
38,5,serve,errors,Dig,them,7 -- 12
39,5,receive,in_rally,2-Pass,none,7 -- 12
39,5,receive,errors,Spike,them,7 -- 13
40,5,receive,in_rally,2-Pass,none,7 -- 13
40,5,receive,earned,Spike,us,8 -- 13
41,6,serve,in_rally,1-Serve,none,8 -- 13
41,6,serve,errors,Dig,them,8 -- 14
42,6,receive,errors,Serve,us,9 -- 14
43,1,serve,in_rally,2-Serve,none,9 -- 14
43,1,serve,earned,Spike,them,9 -- 15
44,1,receive,in_rally,Over Pass in Play,none,9 -- 15
44,1,receive,errors,Spike,us,10 -- 15
45,2,serve,errors,Serve,them,10 -- 16
46,2,receive,in_rally,1-Pass,none,10 -- 16
47,2,receive,in_rally,Dig,none,10 -- 16
48,2,receive,in_rally,Hit Still In Play,none,10 -- 16
48,2,receive,errors,Dig,them,10 -- 17
49,2,receive,in_rally,2-Pass,none,10 -- 17
50,2,receive,in_rally,Hit Still In Play,none,10 -- 17
50,2,receive,errors,Spike,us,11 -- 17
51,3,serve,in_rally,3-Serve,none,11 -- 17
52,3,serve,in_rally,Dig,none,11 -- 17
52,3,serve,errors,Spike,them,11 -- 18
53,3,receive,in_rally,1-Pass,none,11 -- 18
54,3,receive,in_rally,Hit Still In Play,none,11 -- 18
55,3,receive,in_rally,Hit Still In Play,none,11 -- 18
55,3,receive,errors,Spike,us,12 -- 18
56,4,serve,earned,Ace,us,13 -- 18
undefined,4,serve,timeout,them 1,undefined,undefined
57,4,serve,in_rally,3-Serve,none,13 -- 18
58,4,serve,in_rally,Dig,none,13 -- 18
58,4,serve,errors,Spike,them,13 -- 19
59,4,receive,errors,Serve,us,14 -- 19
60,5,serve,errors,Serve,them,14 -- 20
61,5,receive,errors,Receive,them,14 -- 21
62,5,receive,in_rally,2-Pass,none,14 -- 21
63,5,receive,in_rally,Hit Still In Play,none,14 -- 21
63,5,receive,earned,Spike,them,14 -- 22
64,5,receive,in_rally,1-Pass,none,14 -- 22
64,5,receive,earned,Spike,us,15 -- 22
65,6,serve,in_rally,1-Serve,none,15 -- 22
65,6,serve,earned,Spike,us,16 -- 22
66,6,serve,in_rally,2-Serve,none,16 -- 22
66,6,serve,earned,Spike,them,16 -- 23
67,6,receive,in_rally,3-Pass,none,16 -- 23
68,6,receive,in_rally,Hit Still In Play,none,16 -- 23
69,6,receive,in_rally,Dig,none,16 -- 23
70,6,receive,in_rally,Hit Still In Play,none,16 -- 23
71,6,receive,in_rally,Hit Still In Play,none,16 -- 23
72,6,receive,in_rally,3-FB Pass,none,16 -- 23
72,6,receive,earned,Spike,us,17 -- 23
73,1,serve,in_rally,2-Serve,none,17 -- 23
73,1,serve,earned,Spike,them,17 -- 24
74,1,receive,errors,Serve,us,18 -- 24
75,2,serve,in_rally,3-Serve,none,18 -- 24
76,2,serve,in_rally,3-FB Pass,none,18 -- 24
77,2,serve,in_rally,Hit Still In Play,none,18 -- 24
77,2,serve,errors,Dig,them,18 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,receive,errors,Serve,us,1 -- 0
2,4,serve,in_rally,3-Serve,none,1 -- 0
3,4,serve,in_rally,2-FB Pass,none,1 -- 0
3,4,serve,errors,Dig,them,1 -- 1
4,4,receive,in_rally,1-Pass,none,1 -- 1
4,4,receive,errors,Dig,them,1 -- 2
5,4,receive,in_rally,2-Pass,none,1 -- 2
5,4,receive,earned,Spike,us,2 -- 2
6,5,serve,in_rally,2-Serve,none,2 -- 2
7,5,serve,in_rally,Dig,none,2 -- 2
8,5,serve,in_rally,Hit Still In Play,none,2 -- 2
9,5,serve,in_rally,Dig,none,2 -- 2
10,5,serve,in_rally,Hit Still In Play,none,2 -- 2
10,5,serve,earned,Block,us,3 -- 2
11,5,serve,in_rally,2-Serve,none,3 -- 2
11,5,serve,errors,Dig,them,3 -- 3
12,5,receive,in_rally,2-Pass,none,3 -- 3
12,5,receive,errors,Spike,them,3 -- 4
13,5,receive,in_rally,2-Pass,none,3 -- 4
13,5,receive,earned,Spike,us,4 -- 4
14,6,serve,in_rally,3-Serve,none,4 -- 4
15,6,serve,in_rally,Dig,none,4 -- 4
15,6,serve,earned,Spike,us,5 -- 4
16,6,serve,in_rally,3-Serve,none,5 -- 4
17,6,serve,in_rally,Dig,none,5 -- 4
18,6,serve,in_rally,Hit Still In Play,none,5 -- 4
19,6,serve,in_rally,3-FB Pass,none,5 -- 4
19,6,serve,earned,Spike,us,6 -- 4
20,6,serve,in_rally,1-Serve,none,6 -- 4
20,6,serve,earned,Spike,them,6 -- 5
21,6,receive,in_rally,1-Pass,none,6 -- 5
22,6,receive,in_rally,3-FB Pass,none,6 -- 5
23,6,receive,in_rally,Hit Still In Play,none,6 -- 5
24,6,receive,in_rally,Dig,none,6 -- 5
24,6,receive,earned,Spike,us,7 -- 5
25,1,serve,in_rally,3-Serve,none,7 -- 5
25,1,serve,earned,Spike,us,8 -- 5
26,1,serve,in_rally,2-Serve,none,8 -- 5
26,1,serve,errors,Dig,them,8 -- 6
27,1,receive,in_rally,3-Pass,none,8 -- 6
28,1,receive,in_rally,Hit Still In Play,none,8 -- 6
28,1,receive,faults,Net,us,9 -- 6
29,2,serve,earned,Ace,us,10 -- 6
30,2,serve,in_rally,2-Serve,none,10 -- 6
31,2,serve,in_rally,Dig,none,10 -- 6
32,2,serve,in_rally,Hit Still In Play,none,10 -- 6
33,2,serve,in_rally,Dig,none,10 -- 6
34,2,serve,in_rally,3-FB Pass,none,10 -- 6
35,2,serve,in_rally,Hit Still In Play,none,10 -- 6
36,2,serve,in_rally,Dig,none,10 -- 6
37,2,serve,in_rally,Hit Still In Play,none,10 -- 6
38,2,serve,in_rally,Dig,none,10 -- 6
38,2,serve,earned,Spike,us,11 -- 6
39,2,serve,earned,Ace,us,12 -- 6
40,2,serve,errors,Serve,them,12 -- 7
41,2,receive,in_rally,3-Pass,none,12 -- 7
41,2,receive,earned,Spike,us,13 -- 7
42,3,serve,in_rally,3-Serve,none,13 -- 7
43,3,serve,in_rally,3-FB Pass,none,13 -- 7
44,3,serve,in_rally,Hit Still In Play,none,13 -- 7
45,3,serve,in_rally,Dig,none,13 -- 7
45,3,serve,errors,3rd Ball Return,us,14 -- 7
undefined,3,serve,timeout,them 1,undefined,undefined
45,3,serve,earned,Ace,us,15 -- 7
46,3,serve,earned,Ace,us,16 -- 7
47,3,serve,in_rally,2-Serve,none,16 -- 7
47,3,serve,earned,Block,us,17 -- 7
48,3,serve,in_rally,3-Serve,none,17 -- 7
49,3,serve,in_rally,Dig,none,17 -- 7
49,3,serve,errors,3rd Ball Return,us,18 -- 7
50,3,serve,in_rally,3-Serve,none,18 -- 7
50,3,serve,earned,Block,us,19 -- 7
51,3,serve,in_rally,1-Serve,none,19 -- 7
51,3,serve,errors,Dig,them,19 -- 8
52,3,receive,in_rally,2-Pass,none,19 -- 8
52,3,receive,earned,Spike,us,20 -- 8
53,4,serve,in_rally,3-Serve,none,20 -- 8
54,4,serve,in_rally,Dig,none,20 -- 8
55,4,serve,in_rally,Hit Still In Play,none,20 -- 8
56,4,serve,in_rally,3-FB Pass,none,20 -- 8
56,4,serve,earned,Spike,us,21 -- 8
57,4,serve,errors,Serve,them,21 -- 9
58,4,receive,in_rally,3-Pass,none,21 -- 9
59,4,receive,in_rally,Hit Still In Play,none,21 -- 9
60,4,receive,in_rally,3-FB Pass,none,21 -- 9
60,4,receive,earned,Spike,us,22 -- 9
61,5,serve,in_rally,2-Serve,none,22 -- 9
61,5,serve,errors,Dig,them,22 -- 10
62,5,receive,in_rally,1-Pass,none,22 -- 10
63,5,receive,in_rally,Hit Still In Play,none,22 -- 10
64,5,receive,in_rally,Dig,none,22 -- 10
65,5,receive,in_rally,3-FB Pass,none,22 -- 10
65,5,receive,earned,Spike,us,23 -- 10
66,6,serve,in_rally,3-Serve,none,23 -- 10
67,6,serve,in_rally,1-FB Pass,none,23 -- 10
67,6,serve,earned,Block,us,24 -- 10
68,6,serve,in_rally,3-Serve,none,24 -- 10
68,6,serve,errors,Free Ball Receive,them,24 -- 11
69,6,receive,errors,Serve,us,25 -- 11
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,3-Serve,none,0 -- 0
1,3,serve,errors,3rd Ball Return,us,1 -- 0
2,3,serve,errors,Serve,them,1 -- 1
3,3,receive,in_rally,3-Pass,none,1 -- 1
3,3,receive,earned,Spike,us,2 -- 1
4,4,serve,in_rally,3-Serve,none,2 -- 1
5,4,serve,in_rally,Dig,none,2 -- 1
6,4,serve,in_rally,Hit Still In Play,none,2 -- 1
6,4,serve,faults,Net,us,3 -- 1
7,4,serve,in_rally,3-Serve,none,3 -- 1
8,4,serve,in_rally,Hit Still In Play,none,3 -- 1
8,4,serve,errors,3rd Ball Return,us,4 -- 1
9,4,serve,in_rally,3-Serve,none,4 -- 1
10,4,serve,in_rally,Dig,none,4 -- 1
11,4,serve,in_rally,Hit Still In Play,none,4 -- 1
12,4,serve,in_rally,Hit Still In Play,none,4 -- 1
12,4,serve,errors,Spike,them,4 -- 2
13,4,receive,in_rally,1-Pass,none,4 -- 2
13,4,receive,earned,Spike,us,5 -- 2
14,5,serve,in_rally,3-Serve,none,5 -- 2
15,5,serve,in_rally,2-FB Pass,none,5 -- 2
15,5,serve,errors,Spike,them,5 -- 3
16,5,receive,errors,Receive,them,5 -- 4
17,5,receive,errors,Serve,us,6 -- 4
18,6,serve,in_rally,1-Serve,none,6 -- 4
19,6,serve,in_rally,Dig,none,6 -- 4
19,6,serve,earned,Spike,us,7 -- 4
20,6,serve,errors,Serve,them,7 -- 5
21,6,receive,in_rally,Dig,none,7 -- 5
21,6,receive,errors,Spike,them,7 -- 6
22,6,receive,errors,Receive,them,7 -- 7
23,6,receive,in_rally,3-Pass,none,7 -- 7
23,6,receive,earned,Spike,us,8 -- 7
24,1,serve,in_rally,1-Serve,none,8 -- 7
24,1,serve,earned,Spike,them,8 -- 8
25,1,receive,in_rally,3-Pass,none,8 -- 8
25,1,receive,errors,Spike,them,8 -- 9
26,1,receive,errors,Receive,them,8 -- 10
27,1,receive,in_rally,3-Pass,none,8 -- 10
28,1,receive,in_rally,Hit Still In Play,none,8 -- 10
28,1,receive,earned,Block,us,9 -- 10
29,2,serve,in_rally,3-Serve,none,9 -- 10
29,2,serve,errors,Free Ball Receive,them,9 -- 11
30,2,receive,in_rally,1-Pass,none,9 -- 11
31,2,receive,in_rally,Hit Still In Play,none,9 -- 11
31,2,receive,errors,Dig,them,9 -- 12
32,2,receive,in_rally,3-Pass,none,9 -- 12
33,2,receive,in_rally,Hit Still In Play,none,9 -- 12
33,2,receive,errors,Free Ball Receive,them,9 -- 13
34,2,receive,in_rally,3-Pass,none,9 -- 13
34,2,receive,earned,Spike,us,10 -- 13
35,3,serve,in_rally,3-Serve,none,10 -- 13
36,3,serve,in_rally,Dig,none,10 -- 13
37,3,serve,in_rally,Dig,none,10 -- 13
38,3,serve,in_rally,Hit Still In Play,none,10 -- 13
39,3,serve,in_rally,3-FB Pass,none,10 -- 13
39,3,serve,earned,Spike,us,11 -- 13
40,3,serve,errors,Serve,them,11 -- 14
41,3,receive,in_rally,3-Pass,none,11 -- 14
42,3,receive,in_rally,Hit Still In Play,none,11 -- 14
43,3,receive,in_rally,Dig,none,11 -- 14
43,3,receive,earned,Spike,us,12 -- 14
44,4,serve,errors,Serve,them,12 -- 15
45,4,receive,in_rally,Over Pass in Play,none,12 -- 15
46,4,receive,in_rally,Dig,none,12 -- 15
46,4,receive,earned,Spike,us,13 -- 15
47,5,serve,in_rally,1-Serve,none,13 -- 15
47,5,serve,errors,3rd Ball Return,us,14 -- 15
48,5,serve,earned,Ace,us,15 -- 15
49,5,serve,in_rally,3-Serve,none,15 -- 15
50,5,serve,in_rally,2-FB Pass,none,15 -- 15
50,5,serve,earned,Spike,us,16 -- 15
undefined,5,serve,timeout,them 1,undefined,undefined
51,5,serve,in_rally,3-Serve,none,16 -- 15
52,5,serve,in_rally,1-FB Pass,none,16 -- 15
52,5,serve,errors,Spike,them,16 -- 16
53,5,receive,in_rally,2-Pass,none,16 -- 16
54,5,receive,in_rally,Hit Still In Play,none,16 -- 16
55,5,receive,in_rally,Dig,none,16 -- 16
55,5,receive,earned,Spike,us,17 -- 16
56,6,serve,in_rally,3-Serve,none,17 -- 16
57,6,serve,in_rally,Dig,none,17 -- 16
57,6,serve,errors,Spike,them,17 -- 17
58,6,receive,in_rally,3-Pass,none,17 -- 17
58,6,receive,earned,Spike,us,18 -- 17
59,1,serve,in_rally,3-Serve,none,18 -- 17
60,1,serve,in_rally,Dig,none,18 -- 17
61,1,serve,in_rally,Hit Still In Play,none,18 -- 17
62,1,serve,in_rally,Dig,none,18 -- 17
62,1,serve,errors,Spike,them,18 -- 18
63,1,receive,in_rally,1-Pass,none,18 -- 18
64,1,receive,in_rally,Hit Still In Play,none,18 -- 18
65,1,receive,in_rally,Dig,none,18 -- 18
65,1,receive,errors,Spike,them,18 -- 19
66,1,receive,errors,Serve,us,19 -- 19
67,2,serve,in_rally,3-Serve,none,19 -- 19
68,2,serve,in_rally,2-FB Pass,none,19 -- 19
68,2,serve,earned,Spike,us,20 -- 19
69,2,serve,in_rally,2-Serve,none,20 -- 19
70,2,serve,in_rally,Dig,none,20 -- 19
70,2,serve,errors,Spike,them,20 -- 20
71,2,receive,in_rally,1-Pass,none,20 -- 20
71,2,receive,errors,Spike,them,20 -- 21
72,2,receive,in_rally,2-Pass,none,20 -- 21
72,2,receive,errors,Spike,them,20 -- 22
undefined,2,receive,timeout,us 1,undefined,undefined
73,2,receive,in_rally,3-Pass,none,20 -- 22
74,2,receive,in_rally,Hit Still In Play,none,20 -- 22
75,2,receive,in_rally,Dig,none,20 -- 22
76,2,receive,in_rally,Hit Still In Play,none,20 -- 22
77,2,receive,in_rally,3-FB Pass,none,20 -- 22
77,2,receive,earned,Spike,us,21 -- 22
78,3,serve,errors,Serve,them,21 -- 23
79,3,receive,in_rally,2-Pass,none,21 -- 23
80,3,receive,in_rally,Hit Still In Play,none,21 -- 23
81,3,receive,in_rally,Dig,none,21 -- 23
81,3,receive,earned,Spike,us,22 -- 23
82,4,serve,in_rally,1-Serve,none,22 -- 23
83,4,serve,in_rally,Dig,none,22 -- 23
83,4,serve,earned,Tip,us,23 -- 23
84,4,serve,in_rally,3-Serve,none,23 -- 23
85,4,serve,in_rally,3-FB Pass,none,23 -- 23
85,4,serve,earned,Block,us,24 -- 23
86,4,serve,in_rally,1-Serve,none,24 -- 23
87,4,serve,in_rally,Dig,none,24 -- 23
87,4,serve,earned,Spike,us,25 -- 23
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,errors,Serve,them,0 -- 1
2,3,receive,errors,Serve,us,1 -- 1
3,4,serve,in_rally,1-Serve,none,1 -- 1
3,4,serve,earned,Block,us,2 -- 1
4,4,serve,in_rally,3-Serve,none,2 -- 1
5,4,serve,in_rally,1-FB Pass,none,2 -- 1
5,4,serve,earned,Spike,us,3 -- 1
6,4,serve,in_rally,1-Serve,none,3 -- 1
6,4,serve,earned,Spike,them,3 -- 2
7,4,receive,in_rally,3-Pass,none,3 -- 2
8,4,receive,in_rally,Hit Still In Play,none,3 -- 2
8,4,receive,errors,Dig,them,3 -- 3
9,4,receive,errors,Serve,us,4 -- 3
10,5,serve,in_rally,2-Serve,none,4 -- 3
10,5,serve,errors,Dig,them,4 -- 4
11,5,receive,in_rally,1-Pass,none,4 -- 4
11,5,receive,earned,Block,us,5 -- 4
12,6,serve,in_rally,2-Serve,none,5 -- 4
12,6,serve,errors,Tip,us,6 -- 4
13,6,serve,in_rally,1-Serve,none,6 -- 4
13,6,serve,earned,Spike,them,6 -- 5
14,6,receive,in_rally,3-Pass,none,6 -- 5
14,6,receive,errors,Spike,them,6 -- 6
15,6,receive,in_rally,3-Pass,none,6 -- 6
15,6,receive,earned,Spike,us,7 -- 6
16,1,serve,in_rally,1-Serve,none,7 -- 6
17,1,serve,in_rally,Dig,none,7 -- 6
17,1,serve,earned,Spike,us,8 -- 6
18,1,serve,in_rally,1-Serve,none,8 -- 6
18,1,serve,errors,Spike,us,9 -- 6
19,1,serve,in_rally,2-Serve,none,9 -- 6
19,1,serve,errors,Dig,them,9 -- 7
20,1,receive,in_rally,1-Pass,none,9 -- 7
21,1,receive,in_rally,Hit Still In Play,none,9 -- 7
21,1,receive,earned,Spike,us,10 -- 7
22,2,serve,in_rally,2-Serve,none,10 -- 7
23,2,serve,in_rally,Dig,none,10 -- 7
24,2,serve,in_rally,Hit Still In Play,none,10 -- 7
25,2,serve,in_rally,Dig,none,10 -- 7
26,2,serve,in_rally,Hit Still In Play,none,10 -- 7
27,2,serve,in_rally,Dig,none,10 -- 7
27,2,serve,errors,3rd Ball Return,them,10 -- 8
28,2,receive,in_rally,2-Pass,none,10 -- 8
28,2,receive,errors,Tip,them,10 -- 9
29,2,receive,errors,Receive,them,10 -- 10
30,2,receive,in_rally,2-Pass,none,10 -- 10
31,2,receive,in_rally,Hit Still In Play,none,10 -- 10
31,2,receive,faults,Net,us,11 -- 10
32,3,serve,in_rally,3-Serve,none,11 -- 10
33,3,serve,in_rally,Dig,none,11 -- 10
34,3,serve,in_rally,Hit Still In Play,none,11 -- 10
34,3,serve,errors,Dig,them,11 -- 11
35,3,receive,in_rally,2-Pass,none,11 -- 11
35,3,receive,earned,Spike,us,12 -- 11
36,4,serve,in_rally,2-Serve,none,12 -- 11
36,4,serve,earned,Spike,them,12 -- 12
37,4,receive,in_rally,3-Pass,none,12 -- 12
38,4,receive,in_rally,Hit Still In Play,none,12 -- 12
39,4,receive,in_rally,Hit Still In Play,none,12 -- 12
40,4,receive,in_rally,3-FB Pass,none,12 -- 12
40,4,receive,earned,Spike,us,13 -- 12
41,5,serve,earned,Ace,us,14 -- 12
42,5,serve,in_rally,3-Serve,none,14 -- 12
43,5,serve,in_rally,1-FB Pass,none,14 -- 12
43,5,serve,earned,Spike,them,14 -- 13
44,5,receive,in_rally,3-Pass,none,14 -- 13
44,5,receive,earned,Spike,us,15 -- 13
45,6,serve,earned,Ace,us,16 -- 13
46,6,serve,in_rally,3-Serve,none,16 -- 13
47,6,serve,in_rally,Dig,none,16 -- 13
48,6,serve,in_rally,Hit Still In Play,none,16 -- 13
49,6,serve,in_rally,Dig,none,16 -- 13
49,6,serve,errors,Spike,them,16 -- 14
50,6,receive,in_rally,2-Pass,none,16 -- 14
51,6,receive,in_rally,Hit Still In Play,none,16 -- 14
51,6,receive,errors,Dig,them,16 -- 15
52,6,receive,in_rally,2-Pass,none,16 -- 15
53,6,receive,in_rally,Hit Still In Play,none,16 -- 15
54,6,receive,in_rally,3-FB Pass,none,16 -- 15
55,6,receive,in_rally,Hit Still In Play,none,16 -- 15
56,6,receive,in_rally,Dig,none,16 -- 15
56,6,receive,errors,Spike,them,16 -- 16
57,6,receive,errors,Serve,us,17 -- 16
58,1,serve,in_rally,3-Serve,none,17 -- 16
58,1,serve,errors,Free Ball Receive,them,17 -- 17
59,1,receive,in_rally,1-Pass,none,17 -- 17
60,1,receive,in_rally,Hit Still In Play,none,17 -- 17
60,1,receive,errors,Dig,them,17 -- 18
61,1,receive,in_rally,1-Pass,none,17 -- 18
61,1,receive,errors,Spike,us,18 -- 18
62,2,serve,earned,Ace,us,19 -- 18
63,2,serve,in_rally,3-Serve,none,19 -- 18
63,2,serve,earned,Block,us,20 -- 18
64,2,serve,errors,Serve,them,20 -- 19
65,2,receive,in_rally,2-Pass,none,20 -- 19
65,2,receive,errors,Spike,them,20 -- 20
66,2,receive,in_rally,1-Pass,none,20 -- 20
67,2,receive,in_rally,Hit Still In Play,none,20 -- 20
67,2,receive,errors,Dig,them,20 -- 21
68,2,receive,in_rally,2-Pass,none,20 -- 21
68,2,receive,earned,Spike,us,21 -- 21
69,3,serve,in_rally,1-Serve,none,21 -- 21
69,3,serve,errors,Dig,them,21 -- 22
70,3,receive,in_rally,Over Pass in Play,none,21 -- 22
71,3,receive,in_rally,Dig,none,21 -- 22
71,3,receive,earned,Spike,them,21 -- 23
undefined,3,receive,timeout,us 1,undefined,undefined
72,3,receive,in_rally,3-Pass,none,21 -- 23
72,3,receive,errors,Spike,them,21 -- 24
73,3,receive,errors,Serve,us,22 -- 24
74,4,serve,in_rally,2-Serve,none,22 -- 24
74,4,serve,errors,Spike,us,23 -- 24
75,4,serve,in_rally,1-Serve,none,23 -- 24
75,4,serve,errors,Dig,them,23 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,receive,errors,Receive,them,0 -- 1
2,3,receive,in_rally,2-Pass,none,0 -- 1
3,3,receive,in_rally,Hit Still In Play,none,0 -- 1
4,3,receive,in_rally,Dig,none,0 -- 1
5,3,receive,in_rally,Hit Still In Play,none,0 -- 1
5,3,receive,errors,3rd Ball Return,us,1 -- 1
6,4,serve,in_rally,1-Serve,none,1 -- 1
7,4,serve,in_rally,Dig,none,1 -- 1
7,4,serve,errors,Dig,them,1 -- 2
8,4,receive,in_rally,1-Pass,none,1 -- 2
9,4,receive,in_rally,Hit Still In Play,none,1 -- 2
10,4,receive,in_rally,Dig,none,1 -- 2
10,4,receive,earned,Spike,us,2 -- 2
11,5,serve,in_rally,3-Serve,none,2 -- 2
11,5,serve,earned,Tip,them,2 -- 3
12,5,receive,errors,Serve,us,3 -- 3
13,6,serve,in_rally,2-Serve,none,3 -- 3
14,6,serve,in_rally,Dig,none,3 -- 3
15,6,serve,in_rally,Hit Still In Play,none,3 -- 3
16,6,serve,in_rally,2-FB Pass,none,3 -- 3
16,6,serve,earned,Tip,us,4 -- 3
17,6,serve,in_rally,2-Serve,none,4 -- 3
17,6,serve,earned,Spike,them,4 -- 4
18,6,receive,in_rally,3-Pass,none,4 -- 4
18,6,receive,earned,Spike,us,5 -- 4
19,1,serve,earned,Ace,us,6 -- 4
20,1,serve,in_rally,3-Serve,none,6 -- 4
21,1,serve,in_rally,Dig,none,6 -- 4
22,1,serve,in_rally,Hit Still In Play,none,6 -- 4
22,1,serve,errors,Dig,them,6 -- 5
23,1,receive,in_rally,1-Pass,none,6 -- 5
23,1,receive,errors,Set,them,6 -- 6
24,1,receive,in_rally,2-Pass,none,6 -- 6
25,1,receive,in_rally,Hit Still In Play,none,6 -- 6
26,1,receive,in_rally,Dig,none,6 -- 6
27,1,receive,in_rally,Hit Still In Play,none,6 -- 6
28,1,receive,in_rally,Dig,none,6 -- 6
29,1,receive,in_rally,Hit Still In Play,none,6 -- 6
30,1,receive,in_rally,Hit Still In Play,none,6 -- 6
31,1,receive,in_rally,Dig,none,6 -- 6
31,1,receive,earned,Spike,them,6 -- 7
32,1,receive,in_rally,1-Pass,none,6 -- 7
33,1,receive,in_rally,Hit Still In Play,none,6 -- 7
34,1,receive,in_rally,Dig,none,6 -- 7
35,1,receive,in_rally,Hit Still In Play,none,6 -- 7
36,1,receive,in_rally,Dig,none,6 -- 7
37,1,receive,in_rally,Hit Still In Play,none,6 -- 7
38,1,receive,in_rally,Hit Still In Play,none,6 -- 7
38,1,receive,faults,Ball Handling,us,7 -- 7
39,2,serve,errors,Serve,them,7 -- 8
40,2,receive,in_rally,3-Pass,none,7 -- 8
40,2,receive,earned,Spike,us,8 -- 8
41,3,serve,in_rally,2-Serve,none,8 -- 8
41,3,serve,errors,Dig,them,8 -- 9
42,3,receive,in_rally,3-Pass,none,8 -- 9
42,3,receive,earned,Spike,us,9 -- 9
43,4,serve,in_rally,3-Serve,none,9 -- 9
43,4,serve,earned,Spike,them,9 -- 10
44,4,receive,in_rally,2-Pass,none,9 -- 10
45,4,receive,in_rally,Hit Still In Play,none,9 -- 10
45,4,receive,errors,Dig,them,9 -- 11
46,4,receive,errors,Serve,us,10 -- 11
47,5,serve,earned,Ace,us,11 -- 11
48,5,serve,in_rally,3-Serve,none,11 -- 11
48,5,serve,earned,Block,us,12 -- 11
