,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
46,3,receive,earned,Spike,us,14 -- 20
47,4,serve,earned,Ace,us,15 -- 20
48,4,serve,in_rally,1-Serve,none,15 -- 20
48,4,serve,earned,Block,us,16 -- 20
49,4,serve,in_rally,3-Serve,none,16 -- 20
49,4,serve,earned,Spike,them,16 -- 21
50,4,receive,in_rally,2-Pass,none,16 -- 21
50,4,receive,earned,Spike,us,17 -- 21
51,5,serve,in_rally,2-Serve,none,17 -- 21
52,5,serve,in_rally,Hit Still In Play,none,17 -- 21
52,5,serve,faults,Ball Handling,them,17 -- 22
53,5,receive,in_rally,1-Pass,none,17 -- 22
53,5,receive,faults,Ball Handling,them,17 -- 23
54,5,receive,in_rally,3-Pass,none,17 -- 23
54,5,receive,earned,Spike,us,18 -- 23
55,6,serve,in_rally,3-Serve,none,18 -- 23
56,6,serve,in_rally,Dig,none,18 -- 23
56,6,serve,earned,Spike,us,19 -- 23
57,6,serve,in_rally,3-Serve,none,19 -- 23
58,6,serve,in_rally,1-FB Pass,none,19 -- 23
58,6,serve,earned,Spike,us,20 -- 23
59,6,serve,in_rally,3-Serve,none,20 -- 23
59,6,serve,earned,Spike,us,21 -- 23
60,6,serve,in_rally,2-Serve,none,21 -- 23
60,6,serve,earned,Tip,them,21 -- 24
61,6,receive,in_rally,1-Pass,none,21 -- 24
61,6,receive,errors,Set,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
1,1,serve,earned,Block,us,1 -- 0
2,1,serve,in_rally,1-Serve,none,1 -- 0
2,1,serve,faults,Ball Handling,us,2 -- 0
3,1,serve,errors,Serve,them,2 -- 1
4,1,receive,in_rally,1-Pass,none,2 -- 1
4,1,receive,faults,Back Row Attack,them,2 -- 2
5,1,receive,errors,Serve,us,3 -- 2
6,2,serve,in_rally,3-Serve,none,3 -- 2
7,2,serve,in_rally,Dig,none,3 -- 2
7,2,serve,errors,Set,them,3 -- 3
8,2,receive,in_rally,3-Pass,none,3 -- 3
8,2,receive,earned,Spike,us,4 -- 3
9,3,serve,earned,Ace,us,5 -- 3
10,3,serve,in_rally,3-Serve,none,5 -- 3
10,3,serve,errors,Set,them,5 -- 4
11,3,receive,errors,Serve,us,6 -- 4
12,4,serve,errors,Serve,them,6 -- 5
13,4,receive,in_rally,2-Pass,none,6 -- 5
13,4,receive,earned,Tip,us,7 -- 5
14,5,serve,earned,Ace,us,8 -- 5
15,5,serve,errors,Serve,them,8 -- 6
16,5,receive,errors,Serve,us,9 -- 6
17,6,serve,in_rally,1-Serve,none,9 -- 6
17,6,serve,earned,Spike,them,9 -- 7
18,6,receive,errors,Receive,them,9 -- 8
19,6,receive,in_rally,3-Pass,none,9 -- 8
19,6,receive,earned,Spike,us,10 -- 8
20,1,serve,in_rally,2-Serve,none,10 -- 8
20,1,serve,errors,Tip,us,11 -- 8
21,1,serve,in_rally,3-Serve,none,11 -- 8
21,1,serve,faults,Net,them,11 -- 9
22,1,receive,in_rally,1-Pass,none,11 -- 9
22,1,receive,faults,Ball Handling,them,11 -- 10
23,1,receive,in_rally,2-Pass,none,11 -- 10
23,1,receive,earned,Spike,us,12 -- 10
24,2,serve,in_rally,2-Serve,none,12 -- 10
25,2,serve,in_rally,Dig,none,12 -- 10
25,2,serve,earned,Spike,us,13 -- 10
26,2,serve,in_rally,3-Serve,none,13 -- 10
26,2,serve,errors,Set,us,14 -- 10
27,2,serve,in_rally,3-Serve,none,14 -- 10
28,2,serve,in_rally,2-FB Pass,none,14 -- 10
29,2,serve,in_rally,Hit Still In Play,none,14 -- 10
29,2,serve,errors,3rd Ball Return,us,15 -- 10
undefined,2,serve,timeout,them 1,undefined,undefined
30,2,serve,in_rally,1-Serve,none,15 -- 10
30,2,serve,errors,Spike,us,16 -- 10
31,2,serve,in_rally,2-Serve,none,16 -- 10
32,2,serve,in_rally,Dig,none,16 -- 10
33,2,serve,in_rally,Dig,none,16 -- 10
34,2,serve,in_rally,Hit Still In Play,none,16 -- 10
35,2,serve,in_rally,Hit Still In Play,none,16 -- 10
36,2,serve,in_rally,3-FB Pass,none,16 -- 10
36,2,serve,errors,Set,them,16 -- 11
37,2,receive,in_rally,3-Pass,none,16 -- 11
37,2,receive,errors,Set,them,16 -- 12
38,2,receive,in_rally,3-Pass,none,16 -- 12
39,2,receive,in_rally,Hit Still In Play,none,16 -- 12
39,2,receive,errors,Spike,us,17 -- 12
40,3,serve,in_rally,3-Serve,none,17 -- 12
41,3,serve,in_rally,Dig,none,17 -- 12
41,3,serve,earned,Spike,us,18 -- 12
42,3,serve,in_rally,1-Serve,none,18 -- 12
42,3,serve,earned,Block,us,19 -- 12
43,3,serve,in_rally,1-Serve,none,19 -- 12
43,3,serve,errors,Dig,them,19 -- 13
44,3,receive,errors,Receive,them,19 -- 14
45,3,receive,in_rally,1-Pass,none,19 -- 14
45,3,receive,earned,Block,us,20 -- 14
46,4,serve,in_rally,3-Serve,none,20 -- 14
47,4,serve,in_rally,Dig,none,20 -- 14
47,4,serve,earned,Tip,us,21 -- 14
48,4,serve,in_rally,2-Serve,none,21 -- 14
48,4,serve,earned,Spike,them,21 -- 15
49,4,receive,in_rally,3-Pass,none,21 -- 15
49,4,receive,errors,Spike,them,21 -- 16
50,4,receive,errors,Serve,us,22 -- 16
51,5,serve,in_rally,3-Serve,none,22 -- 16
52,5,serve,in_rally,3-FB Pass,none,22 -- 16
53,5,serve,in_rally,Hit Still In Play,none,22 -- 16
54,5,serve,in_rally,Dig,none,22 -- 16
54,5,serve,errors,Spike,them,22 -- 17
55,5,receive,errors,Receive,them,22 -- 18
56,5,receive,errors,Receive,them,22 -- 19
57,5,receive,faults,Foot Fault,us,23 -- 19
58,6,serve,in_rally,1-Serve,none,23 -- 19
58,6,serve,earned,Spike,them,23 -- 20
59,6,receive,in_rally,1-Pass,none,23 -- 20
60,6,receive,in_rally,Hit Still In Play,none,23 -- 20
61,6,receive,in_rally,Dig,none,23 -- 20
62,6,receive,in_rally,Hit Still In Play,none,23 -- 20
63,6,receive,in_rally,Dig,none,23 -- 20
63,6,receive,faults,Net,us,24 -- 20
64,1,serve,in_rally,3-Serve,none,24 -- 20
65,1,serve,in_rally,Dig,none,24 -- 20
66,1,serve,in_rally,Hit Still In Play,none,24 -- 20
67,1,serve,in_rally,2-FB Pass,none,24 -- 20
68,1,serve,in_rally,Hit Still In Play,none,24 -- 20
68,1,serve,errors,Spike,them,24 -- 21
69,1,receive,in_rally,1-Pass,none,24 -- 21
69,1,receive,earned,Tip,us,25 -- 21
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,Over Pass in Play,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
2,6,receive,earned,Spike,us,1 -- 0
3,1,serve,errors,Serve,them,1 -- 1
4,1,receive,in_rally,2-Pass,none,1 -- 1
5,1,receive,in_rally,Hit Still In Play,none,1 -- 1
6,1,receive,in_rally,Dig,none,1 -- 1
6,1,receive,earned,Spike,us,2 -- 1
7,2,serve,in_rally,3-Serve,none,2 -- 1
8,2,serve,in_rally,Dig,none,2 -- 1
9,2,serve,in_rally,Hit Still In Play,none,2 -- 1
9,2,serve,faults,Net,them,2 -- 2
10,2,receive,in_rally,3-Pass,none,2 -- 2
10,2,receive,earned,Spike,us,3 -- 2
11,3,serve,errors,Serve,them,3 -- 3
12,3,receive,in_rally,3-Pass,none,3 -- 3
13,3,receive,in_rally,Dig,none,3 -- 3
14,3,receive,in_rally,Hit Still In Play,none,3 -- 3
14,3,receive,errors,Spike,us,4 -- 3
15,4,serve,in_rally,3-Serve,none,4 -- 3
15,4,serve,errors,Spike,us,5 -- 3
16,4,serve,in_rally,1-Serve,none,5 -- 3
16,4,serve,earned,Tip,them,5 -- 4
17,4,receive,errors,Serve,us,6 -- 4
18,5,serve,earned,Ace,us,7 -- 4
19,5,serve,earned,Ace,us,8 -- 4
20,5,serve,in_rally,3-Serve,none,8 -- 4
20,5,serve,errors,Dig,them,8 -- 5
21,5,receive,in_rally,1-Pass,none,8 -- 5
21,5,receive,earned,Spike,us,9 -- 5
22,6,serve,in_rally,1-Serve,none,9 -- 5
23,6,serve,in_rally,Dig,none,9 -- 5
23,6,serve,errors,Spike,them,9 -- 6
24,6,receive,in_rally,1-Pass,none,9 -- 6
24,6,receive,errors,Dig,them,9 -- 7
25,6,receive,in_rally,2-Pass,none,9 -- 7
26,6,receive,in_rally,Hit Still In Play,none,9 -- 7
26,6,receive,errors,3rd Ball Return,us,10 -- 7
27,1,serve,in_rally,1-Serve,none,10 -- 7
27,1,serve,earned,Block,us,11 -- 7
28,1,serve,in_rally,1-Serve,none,11 -- 7
28,1,serve,errors,3rd Ball Return,us,12 -- 7
undefined,1,serve,timeout,them 1,undefined,undefined
28,1,serve,earned,Ace,us,13 -- 7
29,1,serve,earned,Ace,us,14 -- 7
30,1,serve,errors,Serve,them,14 -- 8
31,1,receive,in_rally,2-Pass,none,14 -- 8
31,1,receive,earned,Spike,us,15 -- 8
32,2,serve,in_rally,2-Serve,none,15 -- 8
32,2,serve,faults,Net,us,16 -- 8
33,2,serve,in_rally,2-Serve,none,16 -- 8
34,2,serve,in_rally,Dig,none,16 -- 8
35,2,serve,in_rally,Hit Still In Play,none,16 -- 8
35,2,serve,errors,Dig,them,16 -- 9
36,2,receive,in_rally,3-Pass,none,16 -- 9
36,2,receive,earned,Tip,us,17 -- 9
37,3,serve,errors,Serve,them,17 -- 10
38,3,receive,in_rally,3-Pass,none,17 -- 10
38,3,receive,errors,Set,them,17 -- 11
39,3,receive,in_rally,1-Pass,none,17 -- 11
39,3,receive,errors,Spike,them,17 -- 12
40,3,receive,in_rally,3-Pass,none,17 -- 12
41,3,receive,in_rally,Hit Still In Play,none,17 -- 12
42,3,receive,in_rally,Dig,none,17 -- 12
42,3,receive,errors,Tip,them,17 -- 13
43,3,receive,in_rally,2-Pass,none,17 -- 13
43,3,receive,earned,Spike,us,18 -- 13
44,4,serve,in_rally,3-Serve,none,18 -- 13
45,4,serve,in_rally,Dig,none,18 -- 13
45,4,serve,errors,Spike,them,18 -- 14
46,4,receive,in_rally,3-Pass,none,18 -- 14
46,4,receive,earned,Spike,us,19 -- 14
47,5,serve,in_rally,3-Serve,none,19 -- 14
48,5,serve,in_rally,2-FB Pass,none,19 -- 14
48,5,serve,earned,Spike,us,20 -- 14
49,5,serve,earned,Ace,us,21 -- 14
50,5,serve,in_rally,3-Serve,none,21 -- 14
50,5,serve,earned,Spike,them,21 -- 15
51,5,receive,in_rally,1-Pass,none,21 -- 15
51,5,receive,faults,Net,us,22 -- 15
52,6,serve,in_rally,1-Serve,none,22 -- 15
52,6,serve,earned,Tip,them,22 -- 16
53,6,receive,in_rally,1-Pass,none,22 -- 16
53,6,receive,faults,Ball Handling,them,22 -- 17
54,6,receive,in_rally,3-Pass,none,22 -- 17
55,6,receive,in_rally,Hit Still In Play,none,22 -- 17
56,6,receive,in_rally,Dig,none,22 -- 17
57,6,receive,in_rally,Hit Still In Play,none,22 -- 17
58,6,receive,in_rally,Dig,none,22 -- 17
59,6,receive,in_rally,Dig,none,22 -- 17
59,6,receive,errors,Spike,us,23 -- 17
60,1,serve,in_rally,3-Serve,none,23 -- 17
60,1,serve,faults,Under,them,23 -- 18
61,1,receive,in_rally,2-Pass,none,23 -- 18
61,1,receive,earned,Spike,us,24 -- 18
62,2,serve,errors,Serve,them,24 -- 19
63,2,receive,in_rally,3-Pass,none,24 -- 19
64,2,receive,in_rally,Hit Still In Play,none,24 -- 19
65,2,receive,in_rally,Hit Still In Play,none,24 -- 19
66,2,receive,in_rally,Dig,none,24 -- 19
66,2,receive,errors,3rd Ball Return,them,24 -- 20
67,2,receive,in_rally,3-Pass,none,24 -- 20
68,2,receive,in_rally,Hit Still In Play,none,24 -- 20
69,2,receive,in_rally,3-FB Pass,none,24 -- 20
70,2,receive,in_rally,Dig,none,24 -- 20
70,2,receive,errors,Set,them,24 -- 21
71,2,receive,in_rally,2-Pass,none,24 -- 21
71,2,receive,earned,Tip,us,25 -- 21
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
2,1,serve,in_rally,2-FB Pass,none,0 -- 0
2,1,serve,earned,Spike,us,1 -- 0
3,1,serve,in_rally,3-Serve,none,1 -- 0
4,1,serve,in_rally,3-FB Pass,none,1 -- 0
4,1,serve,earned,Spike,us,2 -- 0
5,1,serve,earned,Ace,us,3 -- 0
6,1,serve,in_rally,3-Serve,none,3 -- 0
7,1,serve,in_rally,Hit Still In Play,none,3 -- 0
8,1,serve,in_rally,Dig,none,3 -- 0
8,1,serve,earned,Spike,us,4 -- 0
9,1,serve,in_rally,1-Serve,none,4 -- 0
10,1,serve,in_rally,Dig,none,4 -- 0
10,1,serve,earned,Spike,us,5 -- 0
11,1,serve,in_rally,3-Serve,none,5 -- 0
11,1,serve,earned,Spike,us,6 -- 0
12,1,serve,in_rally,2-Serve,none,6 -- 0
13,1,serve,in_rally,Dig,none,6 -- 0
14,1,serve,in_rally,Hit Still In Play,none,6 -- 0
14,1,serve,earned,Spike,them,6 -- 1
15,1,receive,in_rally,2-Pass,none,6 -- 1
15,1,receive,earned,Spike,us,7 -- 1
16,2,serve,in_rally,2-Serve,none,7 -- 1
17,2,serve,in_rally,Dig,none,7 -- 1
17,2,serve,earned,Tip,us,8 -- 1
18,2,serve,in_rally,3-Serve,none,8 -- 1
19,2,serve,in_rally,2-FB Pass,none,8 -- 1
19,2,serve,earned,Spike,us,9 -- 1
20,2,serve,in_rally,3-Serve,none,9 -- 1
21,2,serve,in_rally,Dig,none,9 -- 1
21,2,serve,earned,Spike,us,10 -- 1
22,2,serve,earned,Ace,us,11 -- 1
23,2,serve,earned,Ace,us,12 -- 1
24,2,serve,in_rally,2-Serve,none,12 -- 1
24,2,serve,errors,3rd Ball Return,us,13 -- 1
25,2,serve,in_rally,2-Serve,none,13 -- 1
26,2,serve,in_rally,3-FB Pass,none,13 -- 1
26,2,serve,earned,Spike,us,14 -- 1
27,2,serve,errors,Serve,them,14 -- 2
28,2,receive,in_rally,3-Pass,none,14 -- 2
28,2,receive,errors,Spike,them,14 -- 3
29,2,receive,in_rally,2-Pass,none,14 -- 3
29,2,receive,earned,Spike,us,15 -- 3
30,3,serve,in_rally,3-Serve,none,15 -- 3
30,3,serve,earned,Spike,us,16 -- 3
31,3,serve,in_rally,2-Serve,none,16 -- 3
31,3,serve,earned,Block,us,17 -- 3
32,3,serve,in_rally,3-Serve,none,17 -- 3
33,3,serve,in_rally,Dig,none,17 -- 3
33,3,serve,earned,Spike,us,18 -- 3
34,3,serve,in_rally,2-Serve,none,18 -- 3
35,3,serve,in_rally,2-FB Pass,none,18 -- 3
36,3,serve,in_rally,Hit Still In Play,none,18 -- 3
37,3,serve,in_rally,Dig,none,18 -- 3
37,3,serve,earned,Spike,us,19 -- 3
38,3,serve,errors,Serve,them,19 -- 4
39,3,receive,in_rally,1-Pass,none,19 -- 4
39,3,receive,earned,Spike,us,20 -- 4
40,4,serve,in_rally,2-Serve,none,20 -- 4
41,4,serve,in_rally,Dig,none,20 -- 4
42,4,serve,in_rally,Dig,none,20 -- 4
43,4,serve,in_rally,Dig,none,20 -- 4
43,4,serve,earned,Spike,us,21 -- 4
44,4,serve,earned,Ace,us,22 -- 4
45,4,serve,in_rally,3-Serve,none,22 -- 4
45,4,serve,errors,Free Ball Receive,them,22 -- 5
46,4,receive,in_rally,1-Pass,none,22 -- 5
46,4,receive,earned,Spike,us,23 -- 5
47,5,serve,in_rally,3-Serve,none,23 -- 5
47,5,serve,errors,Tip,us,24 -- 5
48,5,serve,earned,Ace,us,25 -- 5
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,Over Pass in Play,none,0 -- 0
2,6,receive,in_rally,Dig,none,0 -- 0
2,6,receive,errors,Spike,us,1 -- 0
3,1,serve,errors,Serve,them,1 -- 1
4,1,receive,in_rally,3-Pass,none,1 -- 1
4,1,receive,earned,Spike,us,2 -- 1
5,2,serve,earned,Ace,us,3 -- 1
6,2,serve,earned,Ace,us,4 -- 1
7,2,serve,earned,Ace,us,5 -- 1
8,2,serve,in_rally,1-Serve,none,5 -- 1
9,2,serve,in_rally,2-FB Pass,none,5 -- 1
9,2,serve,earned,Spike,us,6 -- 1
10,2,serve,earned,Ace,us,7 -- 1
11,2,serve,errors,Serve,them,7 -- 2
12,2,receive,in_rally,1-Pass,none,7 -- 2
13,2,receive,in_rally,Hit Still In Play,none,7 -- 2
13,2,receive,errors,Spike,them,7 -- 3
14,2,receive,in_rally,3-Pass,none,7 -- 3
14,2,receive,earned,Spike,us,8 -- 3
15,3,serve,in_rally,3-Serve,none,8 -- 3
16,3,serve,in_rally,3-FB Pass,none,8 -- 3
16,3,serve,earned,Spike,us,9 -- 3
17,3,serve,earned,Ace,us,10 -- 3
18,3,serve,earned,Ace,us,11 -- 3
19,3,serve,earned,Ace,us,12 -- 3
20,3,serve,earned,Ace,us,13 -- 3
21,3,serve,in_rally,2-Serve,none,13 -- 3
22,3,serve,in_rally,Dig,none,13 -- 3
22,3,serve,earned,Spike,us,14 -- 3
23,3,serve,earned,Ace,us,15 -- 3
24,3,serve,in_rally,3-Serve,none,15 -- 3
24,3,serve,errors,Spike,us,16 -- 3
25,3,serve,earned,Ace,us,17 -- 3
26,3,serve,in_rally,3-Serve,none,17 -- 3
27,3,serve,in_rally,3-FB Pass,none,17 -- 3
28,3,serve,in_rally,Hit Still In Play,none,17 -- 3
28,3,serve,earned,Spike,them,17 -- 4
,,,,,,
,,,,,,
29,3,receive,in_rally,1-Pass,none,16 -- 4
29,3,receive,errors,3rd Ball Return,them,16 -- 5
30,3,receive,errors,Serve,us,17 -- 5
31,4,serve,in_rally,1-Serve,none,17 -- 5
31,4,serve,errors,Spike,us,18 -- 5
32,4,serve,earned,Ace,us,19 -- 5
33,4,serve,earned,Ace,us,20 -- 5
34,4,serve,in_rally,2-Serve,none,20 -- 5
34,4,serve,errors,3rd Ball Return,us,21 -- 5
35,4,serve,earned,Ace,us,22 -- 5
36,4,serve,errors,Serve,them,22 -- 6
37,4,receive,errors,Serve,us,23 -- 6
38,5,serve,errors,Serve,them,23 -- 7
39,5,receive,in_rally,3-Pass,none,23 -- 7
39,5,receive,earned,Spike,us,24 -- 7
40,6,serve,in_rally,3-Serve,none,24 -- 7
40,6,serve,earned,Spike,us,25 -- 7
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,2-Serve,none,0 -- 0
1,1,serve,errors,Dig,them,0 -- 1
2,1,receive,errors,Receive,them,0 -- 2
3,1,receive,in_rally,2-Pass,none,0 -- 2
3,1,receive,earned,Spike,us,1 -- 2
4,2,serve,in_rally,1-Serve,none,1 -- 2
4,2,serve,earned,Block,us,2 -- 2
5,2,serve,in_rally,2-Serve,none,2 -- 2
5,2,serve,errors,Free Ball Receive,them,2 -- 3
6,2,receive,in_rally,2-Pass,none,2 -- 3
6,2,receive,errors,Tip,them,2 -- 4
7,2,receive,in_rally,2-Pass,none,2 -- 4
8,2,receive,in_rally,Hit Still In Play,none,2 -- 4
8,2,receive,errors,Set,us,3 -- 4
9,3,serve,in_rally,2-Serve,none,3 -- 4
9,3,serve,earned,Block,us,4 -- 4
10,3,serve,in_rally,2-Serve,none,4 -- 4
10,3,serve,earned,Spike,them,4 -- 5
11,3,receive,in_rally,2-Pass,none,4 -- 5
11,3,receive,errors,Spike,them,4 -- 6
12,3,receive,errors,Receive,them,4 -- 7
13,3,receive,in_rally,3-Pass,none,4 -- 7
13,3,receive,errors,Tip,them,4 -- 8
14,3,receive,in_rally,2-Pass,none,4 -- 8
14,3,receive,errors,Set,them,4 -- 9
15,3,receive,in_rally,2-Pass,none,4 -- 9
15,3,receive,errors,Tip,them,4 -- 10
undefined,3,receive,timeout,us 1,undefined,undefined
16,3,receive,in_rally,3-Pass,none,4 -- 10
16,3,receive,earned,Spike,us,5 -- 10
17,4,serve,in_rally,2-Serve,none,5 -- 10
17,4,serve,earned,Block,us,6 -- 10
18,4,serve,in_rally,1-Serve,none,6 -- 10
18,4,serve,earned,Spike,them,6 -- 11
19,4,receive,in_rally,3-Pass,none,6 -- 11
19,4,receive,earned,Spike,us,7 -- 11
20,5,serve,in_rally,1-Serve,none,7 -- 11
21,5,serve,in_rally,Dig,none,7 -- 11
21,5,serve,errors,Spike,them,7 -- 12
22,5,receive,in_rally,3-Pass,none,7 -- 12
23,5,receive,in_rally,Hit Still In Play,none,7 -- 12
23,5,receive,earned,Spike,them,7 -- 13
24,5,receive,in_rally,3-Pass,none,7 -- 13
24,5,receive,earned,Spike,us,8 -- 13
25,6,serve,in_rally,2-Serve,none,8 -- 13
26,6,serve,in_rally,Hit Still In Play,none,8 -- 13
27,6,serve,in_rally,Dig,none,8 -- 13
27,6,serve,earned,Spike,us,9 -- 13
28,6,serve,in_rally,3-Serve,none,9 -- 13
29,6,serve,in_rally,3-FB Pass,none,9 -- 13
29,6,serve,earned,Spike,us,10 -- 13
30,6,serve,in_rally,2-Serve,none,10 -- 13
31,6,serve,in_rally,Dig,none,10 -- 13
32,6,serve,in_rally,Hit Still In Play,none,10 -- 13
32,6,serve,errors,2nd Ball Return,us,11 -- 13
undefined,6,serve,timeout,them 1,undefined,undefined
33,6,serve,in_rally,1-Serve,none,11 -- 13
33,6,serve,errors,Dig,them,11 -- 14
34,6,receive,in_rally,3-Pass,none,11 -- 14
35,6,receive,in_rally,Hit Still In Play,none,11 -- 14
35,6,receive,faults,Net,us,12 -- 14
36,1,serve,in_rally,2-Serve,none,12 -- 14
37,1,serve,in_rally,Dig,none,12 -- 14
37,1,serve,errors,Dig,them,12 -- 15
38,1,receive,errors,Receive,them,12 -- 16
39,1,receive,in_rally,2-Pass,none,12 -- 16
39,1,receive,earned,Spike,us,13 -- 16
40,2,serve,errors,Serve,them,13 -- 17
41,2,receive,in_rally,1-Pass,none,13 -- 17
41,2,receive,earned,Spike,us,14 -- 17
42,3,serve,in_rally,1-Serve,none,14 -- 17
43,3,serve,in_rally,Dig,none,14 -- 17
43,3,serve,earned,Spike,us,15 -- 17
44,3,serve,in_rally,2-Serve,none,15 -- 17
44,3,serve,errors,Dig,them,15 -- 18
45,3,receive,in_rally,1-Pass,none,15 -- 18
46,3,receive,in_rally,Hit Still In Play,none,15 -- 18
47,3,receive,in_rally,Dig,none,15 -- 18
48,3,receive,in_rally,Hit Still In Play,none,15 -- 18
48,3,receive,errors,Spike,us,16 -- 18
49,4,serve,in_rally,1-Serve,none,16 -- 18
49,4,serve,earned,Spike,them,16 -- 19
50,4,receive,in_rally,2-Pass,none,16 -- 19
51,4,receive,in_rally,Hit Still In Play,none,16 -- 19
52,4,receive,in_rally,Dig,none,16 -- 19
52,4,receive,earned,Spike,us,17 -- 19
53,5,serve,in_rally,1-Serve,none,17 -- 19
53,5,serve,earned,Spike,them,17 -- 20
54,5,receive,in_rally,1-Pass,none,17 -- 20
54,5,receive,earned,Spike,us,18 -- 20
55,6,serve,in_rally,1-Serve,none,18 -- 20
56,6,serve,in_rally,Dig,none,18 -- 20
57,6,serve,in_rally,Hit Still In Play,none,18 -- 20
57,6,serve,errors,Spike,us,19 -- 20
58,6,serve,in_rally,3-Serve,none,19 -- 20
59,6,serve,in_rally,2-FB Pass,none,19 -- 20
60,6,serve,in_rally,Hit Still In Play,none,19 -- 20
60,6,serve,errors,Spike,us,20 -- 20
61,6,serve,in_rally,2-Serve,none,20 -- 20
62,6,serve,in_rally,Dig,none,20 -- 20
62,6,serve,faults,Net,us,21 -- 20
63,6,serve,in_rally,1-Serve,none,21 -- 20
64,6,serve,in_rally,Dig,none,21 -- 20
65,6,serve,in_rally,Hit Still In Play,none,21 -- 20
65,6,serve,earned,Spike,them,21 -- 21
66,6,receive,in_rally,3-Pass,none,21 -- 21
67,6,receive,in_rally,Hit Still In Play,none,21 -- 21
67,6,receive,faults,Net,us,22 -- 21
68,1,serve,in_rally,2-Serve,none,22 -- 21
69,1,serve,in_rally,Dig,none,22 -- 21
69,1,serve,faults,Net,us,23 -- 21
undefined,1,serve,timeout,them 2,undefined,undefined
70,1,serve,in_rally,3-Serve,none,23 -- 21
70,1,serve,earned,Spike,us,24 -- 21
71,1,serve,in_rally,3-Serve,none,24 -- 21
71,1,serve,errors,Dig,them,24 -- 22
72,1,receive,in_rally,3-Pass,none,24 -- 22
73,1,receive,in_rally,Hit Still In Play,none,24 -- 22
74,1,receive,in_rally,Dig,none,24 -- 22
74,1,receive,earned,Spike,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
1,6,receive,faults,Ball Handling,them,0 -- 1
2,6,receive,in_rally,1-Pass,none,0 -- 1
3,6,receive,in_rally,Hit Still In Play,none,0 -- 1
3,6,receive,errors,Dig,them,0 -- 2
4,6,receive,in_rally,3-Pass,none,0 -- 2
4,6,receive,earned,Spike,us,1 -- 2
5,1,serve,in_rally,2-Serve,none,1 -- 2
6,1,serve,in_rally,Dig,none,1 -- 2
6,1,serve,faults,Ball Handling,them,1 -- 3
7,1,receive,in_rally,2-Pass,none,1 -- 3
7,1,receive,earned,Spike,us,2 -- 3
8,2,serve,earned,Ace,us,3 -- 3
9,2,serve,in_rally,1-Serve,none,3 -- 3
9,2,serve,earned,Spike,them,3 -- 4
10,2,receive,in_rally,2-Pass,none,3 -- 4
11,2,receive,in_rally,Hit Still In Play,none,3 -- 4
11,2,receive,earned,Spike,them,3 -- 5
12,2,receive,in_rally,2-Pass,none,3 -- 5
13,2,receive,in_rally,Hit Still In Play,none,3 -- 5
14,2,receive,in_rally,Dig,none,3 -- 5
14,2,receive,earned,Spike,us,4 -- 5
15,3,serve,in_rally,2-Serve,none,4 -- 5
15,3,serve,earned,Spike,them,4 -- 6
16,3,receive,in_rally,2-Pass,none,4 -- 6
17,3,receive,in_rally,Hit Still In Play,none,4 -- 6
17,3,receive,earned,Spike,them,4 -- 7
18,3,receive,in_rally,1-Pass,none,4 -- 7
18,3,receive,earned,Spike,us,5 -- 7
19,4,serve,earned,Ace,us,6 -- 7
20,4,serve,in_rally,3-Serve,none,6 -- 7
21,4,serve,in_rally,Dig,none,6 -- 7
21,4,serve,errors,Spike,us,7 -- 7
22,4,serve,errors,Serve,them,7 -- 8
23,4,receive,in_rally,3-Pass,none,7 -- 8
23,4,receive,errors,Set,them,7 -- 9
24,4,receive,in_rally,3-Pass,none,7 -- 9
24,4,receive,earned,Spike,us,8 -- 9
25,5,serve,errors,Serve,them,8 -- 10
26,5,receive,in_rally,3-Pass,none,8 -- 10
26,5,receive,earned,Spike,us,9 -- 10
27,6,serve,in_rally,2-Serve,none,9 -- 10
28,6,serve,in_rally,Dig,none,9 -- 10
28,6,serve,errors,Whose Ball?,them,9 -- 11
29,6,receive,in_rally,3-Pass,none,9 -- 11
29,6,receive,earned,Spike,us,10 -- 11
30,1,serve,in_rally,1-Serve,none,10 -- 11
31,1,serve,in_rally,Dig,none,10 -- 11
31,1,serve,errors,Spike,them,10 -- 12
